date,channel,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate,cpc,cpa,roas,month
2025-03-09,Google Ads,373,10155,475,14,1739.12,4.68,2.95,0.79,26.64,4.66,2025-03
2025-03-09,Meta Ads,488,11426,523,16,1415.82,4.58,3.06,0.93,30.5,2.9,2025-03
2025-03-09,TikTok Ads,252,11233,242,13,1864.78,2.15,5.37,1.04,19.38,7.4,2025-03
2025-03-09,Email,233,2828,156,12,442.42,5.52,7.69,1.49,19.42,1.9,2025-03
2025-03-10,Google Ads,172,13260,174,2,283.44,1.31,1.15,0.99,86.0,1.65,2025-03
2025-03-10,Meta Ads,450,10130,641,46,1658.8,6.33,7.18,0.7,9.78,3.69,2025-03
2025-03-10,TikTok Ads,304,5805,442,30,2870.3,7.61,6.79,0.69,10.13,9.44,2025-03
2025-03-10,Email,343,1806,61,1,136.85,3.38,1.64,5.62,343.0,0.4,2025-03
2025-03-11,Google Ads,329,9202,425,30,1845.8,4.62,7.06,0.77,10.97,5.61,2025-03
2025-03-11,Meta Ads,374,2868,104,9,780.03,3.63,8.65,3.6,41.56,2.09,2025-03
2025-03-11,TikTok Ads,421,15561,162,2,137.84,1.04,1.23,2.6,210.5,0.33,2025-03
2025-03-11,Email,147,16512,611,23,3317.92,3.7,3.76,0.24,6.39,22.57,2025-03
2025-03-12,Google Ads,247,15899,1040,51,6570.71,6.54,4.9,0.24,4.84,26.6,2025-03
2025-03-12,Meta Ads,444,17220,890,80,9206.41,5.17,8.99,0.5,5.55,20.74,2025-03
2025-03-12,TikTok Ads,289,16934,289,27,2713.91,1.71,9.34,1.0,10.7,9.39,2025-03
2025-03-12,Email,193,6429,445,22,2826.36,6.92,4.94,0.43,8.77,14.64,2025-03
2025-03-13,Google Ads,146,10076,475,36,2774.59,4.71,7.58,0.31,4.06,19.0,2025-03
2025-03-13,Meta Ads,250,4564,314,18,1506.71,6.88,5.73,0.8,13.89,6.03,2025-03
2025-03-13,TikTok Ads,173,2389,120,7,823.2,5.02,5.83,1.44,24.71,4.76,2025-03
2025-03-13,Email,236,12593,619,21,1531.54,4.92,3.39,0.38,11.24,6.49,2025-03
2025-03-14,Google Ads,375,8274,143,4,150.67,1.73,2.8,2.62,93.75,0.4,2025-03
2025-03-14,Meta Ads,398,18208,395,14,544.88,2.17,3.54,1.01,28.43,1.37,2025-03
2025-03-14,TikTok Ads,308,19649,1533,92,4033.61,7.8,6.0,0.2,3.35,13.1,2025-03
2025-03-14,Email,197,18320,476,6,806.17,2.6,1.26,0.41,32.83,4.09,2025-03
2025-03-15,Google Ads,301,11745,921,84,7280.04,7.84,9.12,0.33,3.58,24.19,2025-03
2025-03-15,Meta Ads,492,15199,717,17,1964.28,4.72,2.37,0.69,28.94,3.99,2025-03
2025-03-15,TikTok Ads,469,16876,329,9,694.34,1.95,2.74,1.43,52.11,1.48,2025-03
2025-03-15,Email,452,19180,325,18,1098.82,1.69,5.54,1.39,25.11,2.43,2025-03
2025-03-16,Google Ads,395,9245,227,16,1146.61,2.46,7.05,1.74,24.69,2.9,2025-03
2025-03-16,Meta Ads,196,8214,614,11,1378.32,7.48,1.79,0.32,17.82,7.03,2025-03
2025-03-16,TikTok Ads,197,1726,67,2,210.05,3.88,2.99,2.94,98.5,1.07,2025-03
2025-03-16,Email,401,14832,558,54,7695.91,3.76,9.68,0.72,7.43,19.19,2025-03
2025-03-17,Google Ads,248,12362,394,13,1450.34,3.19,3.3,0.63,19.08,5.85,2025-03
2025-03-17,Meta Ads,357,19297,391,14,1377.91,2.03,3.58,0.91,25.5,3.86,2025-03
2025-03-17,TikTok Ads,466,11106,490,41,4232.16,4.41,8.37,0.95,11.37,9.08,2025-03
2025-03-17,Email,473,8657,165,2,286.17,1.91,1.21,2.87,236.5,0.61,2025-03
2025-03-18,Google Ads,177,19850,1359,70,8720.89,6.85,5.15,0.13,2.53,49.27,2025-03
2025-03-18,Meta Ads,88,15551,558,24,789.24,3.59,4.3,0.16,3.67,8.97,2025-03
2025-03-18,TikTok Ads,387,8906,322,12,1129.16,3.62,3.73,1.2,32.25,2.92,2025-03
2025-03-18,Email,409,8287,357,12,1351.21,4.31,3.36,1.15,34.08,3.3,2025-03
2025-03-19,Google Ads,178,1892,77,1,119.84,4.07,1.3,2.31,178.0,0.67,2025-03
2025-03-19,Meta Ads,316,11222,893,34,1889.62,7.96,3.81,0.35,9.29,5.98,2025-03
2025-03-19,TikTok Ads,490,5675,273,3,402.18,4.81,1.1,1.79,163.33,0.82,2025-03
2025-03-19,Email,483,2933,47,3,434.1,1.6,6.38,10.28,161.0,0.9,2025-03
2025-03-20,Google Ads,200,18764,984,45,2628.26,5.24,4.57,0.2,4.44,13.14,2025-03
2025-03-20,Meta Ads,464,12873,265,13,1766.88,2.06,4.91,1.75,35.69,3.81,2025-03
2025-03-20,TikTok Ads,347,18674,227,20,832.75,1.22,8.81,1.53,17.35,2.4,2025-03
2025-03-20,Email,148,19024,1482,102,3741.85,7.79,6.88,0.1,1.45,25.28,2025-03
2025-03-21,Google Ads,312,14239,913,9,409.56,6.41,0.99,0.34,34.67,1.31,2025-03
2025-03-21,Meta Ads,301,11874,933,88,3249.75,7.86,9.43,0.32,3.42,10.8,2025-03
2025-03-21,TikTok Ads,193,18602,808,25,3285.04,4.34,3.09,0.24,7.72,17.02,2025-03
2025-03-21,Email,395,6016,284,5,185.43,4.72,1.76,1.39,79.0,0.47,2025-03
2025-03-22,Google Ads,161,14774,321,25,1564.99,2.17,7.79,0.5,6.44,9.72,2025-03
2025-03-22,Meta Ads,109,10752,293,16,679.21,2.73,5.46,0.37,6.81,6.23,2025-03
2025-03-22,TikTok Ads,418,18338,1259,61,3992.49,6.87,4.85,0.33,6.85,9.55,2025-03
2025-03-22,Email,51,16585,579,18,735.61,3.49,3.11,0.09,2.83,14.42,2025-03
2025-03-23,Google Ads,434,8291,562,33,3635.29,6.78,5.87,0.77,13.15,8.38,2025-03
2025-03-23,Meta Ads,353,1974,117,4,184.0,5.93,3.42,3.02,88.25,0.52,2025-03
2025-03-23,TikTok Ads,303,5133,114,10,1322.22,2.22,8.77,2.66,30.3,4.36,2025-03
2025-03-23,Email,189,15663,712,20,2561.26,4.55,2.81,0.27,9.45,13.55,2025-03
2025-03-24,Google Ads,86,4972,285,25,790.99,5.73,8.77,0.3,3.44,9.2,2025-03
2025-03-24,Meta Ads,209,6295,166,10,1374.87,2.64,6.02,1.26,20.9,6.58,2025-03
2025-03-24,TikTok Ads,58,14913,1016,85,2845.23,6.81,8.37,0.06,0.68,49.06,2025-03
2025-03-24,Email,282,10105,486,36,2115.27,4.81,7.41,0.58,7.83,7.5,2025-03
2025-03-25,Google Ads,148,9228,199,14,474.41,2.16,7.04,0.74,10.57,3.21,2025-03
2025-03-25,Meta Ads,196,10903,553,21,1476.33,5.07,3.8,0.35,9.33,7.53,2025-03
2025-03-25,TikTok Ads,353,4020,321,9,824.98,7.99,2.8,1.1,39.22,2.34,2025-03
2025-03-25,Email,257,9987,205,5,627.99,2.05,2.44,1.25,51.4,2.44,2025-03
2025-03-26,Google Ads,180,13880,932,81,5715.18,6.71,8.69,0.19,2.22,31.75,2025-03
2025-03-26,Meta Ads,453,6233,152,12,1375.91,2.44,7.89,2.98,37.75,3.04,2025-03
2025-03-26,TikTok Ads,201,10516,681,33,1732.52,6.48,4.85,0.3,6.09,8.62,2025-03
2025-03-26,Email,103,15559,955,20,2401.44,6.14,2.09,0.11,5.15,23.31,2025-03
2025-03-27,Google Ads,169,17701,549,24,1399.67,3.1,4.37,0.31,7.04,8.28,2025-03
2025-03-27,Meta Ads,210,3396,111,7,330.58,3.27,6.31,1.89,30.0,1.57,2025-03
2025-03-27,TikTok Ads,457,19546,1279,65,3396.19,6.54,5.08,0.36,7.03,7.43,2025-03
2025-03-27,Email,165,2591,109,8,414.78,4.21,7.34,1.51,20.62,2.51,2025-03
2025-03-28,Google Ads,124,12303,752,75,6865.77,6.11,9.97,0.16,1.65,55.37,2025-03
2025-03-28,Meta Ads,162,7183,146,3,394.13,2.03,2.05,1.11,54.0,2.43,2025-03
2025-03-28,TikTok Ads,469,2312,161,8,316.42,6.96,4.97,2.91,58.62,0.67,2025-03
2025-03-28,Email,471,8314,496,24,2756.03,5.97,4.84,0.95,19.62,5.85,2025-03
2025-03-29,Google Ads,153,19767,1452,54,5860.17,7.35,3.72,0.11,2.83,38.3,2025-03
2025-03-29,Meta Ads,389,3139,60,1,134.7,1.91,1.67,6.48,389.0,0.35,2025-03
2025-03-29,TikTok Ads,303,15688,808,12,711.57,5.15,1.49,0.38,25.25,2.35,2025-03
2025-03-29,Email,276,19088,991,89,7477.17,5.19,8.98,0.28,3.1,27.09,2025-03
2025-03-30,Google Ads,161,7924,275,13,1834.29,3.47,4.73,0.59,12.38,11.39,2025-03
2025-03-30,Meta Ads,148,1362,57,3,327.6,4.19,5.26,2.6,49.33,2.21,2025-03
2025-03-30,TikTok Ads,202,19988,253,23,1763.0,1.27,9.09,0.8,8.78,8.73,2025-03
2025-03-30,Email,398,14481,900,71,3249.63,6.22,7.89,0.44,5.61,8.16,2025-03
2025-03-31,Google Ads,451,4738,229,4,245.99,4.83,1.75,1.97,112.75,0.55,2025-03
2025-03-31,Meta Ads,433,3469,48,2,199.49,1.38,4.17,9.02,216.5,0.46,2025-03
2025-03-31,TikTok Ads,415,17106,986,49,5692.83,5.76,4.97,0.42,8.47,13.72,2025-03
2025-03-31,Email,387,17940,765,62,2785.7,4.26,8.1,0.51,6.24,7.2,2025-03
2025-04-01,Google Ads,243,10017,124,9,917.57,1.24,7.26,1.96,27.0,3.78,2025-04
2025-04-01,Meta Ads,359,3808,296,21,2016.89,7.77,7.09,1.21,17.1,5.62,2025-04
2025-04-01,TikTok Ads,212,17370,1327,53,4858.76,7.64,3.99,0.16,4.0,22.92,2025-04
2025-04-01,Email,257,15870,728,60,6768.89,4.59,8.24,0.35,4.28,26.34,2025-04
2025-04-02,Google Ads,494,13713,227,3,391.48,1.66,1.32,2.18,164.67,0.79,2025-04
2025-04-02,Meta Ads,218,8561,537,13,893.86,6.27,2.42,0.41,16.77,4.1,2025-04
2025-04-02,TikTok Ads,210,3719,165,6,820.09,4.44,3.64,1.27,35.0,3.91,2025-04
2025-04-02,Email,117,12700,395,6,295.66,3.11,1.52,0.3,19.5,2.53,2025-04
2025-04-03,Google Ads,338,4741,210,6,304.58,4.43,2.86,1.61,56.33,0.9,2025-04
2025-04-03,Meta Ads,447,10766,501,42,2604.53,4.65,8.38,0.89,10.64,5.83,2025-04
2025-04-03,TikTok Ads,326,4998,246,23,1019.91,4.92,9.35,1.33,14.17,3.13,2025-04
2025-04-03,Email,353,19787,809,30,1729.15,4.09,3.71,0.44,11.77,4.9,2025-04
2025-04-04,Google Ads,453,17077,894,30,1283.08,5.24,3.36,0.51,15.1,2.83,2025-04
2025-04-04,Meta Ads,433,1294,96,3,385.83,7.42,3.12,4.51,144.33,0.89,2025-04
2025-04-04,TikTok Ads,441,11177,395,13,606.79,3.53,3.29,1.12,33.92,1.38,2025-04
2025-04-04,Email,184,10882,661,8,957.41,6.07,1.21,0.28,23.0,5.2,2025-04
2025-04-05,Google Ads,244,2136,155,14,500.5,7.26,9.03,1.57,17.43,2.05,2025-04
2025-04-05,Meta Ads,450,3064,128,3,431.47,4.18,2.34,3.52,150.0,0.96,2025-04
2025-04-05,TikTok Ads,177,8009,328,15,1730.09,4.1,4.57,0.54,11.8,9.77,2025-04
2025-04-05,Email,82,13987,729,7,215.71,5.21,0.96,0.11,11.71,2.63,2025-04
2025-04-06,Google Ads,225,5543,284,24,2919.91,5.12,8.45,0.79,9.38,12.98,2025-04
2025-04-06,Meta Ads,492,2007,133,10,916.9,6.63,7.52,3.7,49.2,1.86,2025-04
2025-04-06,TikTok Ads,420,6445,279,26,3211.62,4.33,9.32,1.51,16.15,7.65,2025-04
2025-04-06,Email,424,11706,933,74,6859.77,7.97,7.93,0.45,5.73,16.18,2025-04
2025-04-07,Google Ads,71,15749,223,8,855.38,1.42,3.59,0.32,8.88,12.05,2025-04
2025-04-07,Meta Ads,287,12718,130,4,497.44,1.02,3.08,2.21,71.75,1.73,2025-04
2025-04-07,TikTok Ads,207,10439,572,41,3223.13,5.48,7.17,0.36,5.05,15.57,2025-04
2025-04-07,Email,87,14281,441,18,545.85,3.09,4.08,0.2,4.83,6.27,2025-04
2025-04-08,Google Ads,279,2435,65,3,395.98,2.67,4.62,4.29,93.0,1.42,2025-04
2025-04-08,Meta Ads,414,1571,50,0,0.0,3.18,0.0,8.28,,0.0,2025-04
2025-04-08,TikTok Ads,100,3382,94,1,89.53,2.78,1.06,1.06,100.0,0.9,2025-04
2025-04-08,Email,487,6084,73,4,123.73,1.2,5.48,6.67,121.75,0.25,2025-04
2025-04-09,Google Ads,313,17661,1377,83,7391.24,7.8,6.03,0.23,3.77,23.61,2025-04
2025-04-09,Meta Ads,332,14507,369,28,4154.6,2.54,7.59,0.9,11.86,12.51,2025-04
2025-04-09,TikTok Ads,76,8059,494,10,633.92,6.13,2.02,0.15,7.6,8.34,2025-04
2025-04-09,Email,275,19271,1221,68,5266.61,6.34,5.57,0.23,4.04,19.15,2025-04
2025-04-10,Google Ads,326,13771,1033,28,3148.96,7.5,2.71,0.32,11.64,9.66,2025-04
2025-04-10,Meta Ads,335,18649,226,4,511.1,1.21,1.77,1.48,83.75,1.53,2025-04
2025-04-10,TikTok Ads,146,8491,603,28,2242.44,7.1,4.64,0.24,5.21,15.36,2025-04
2025-04-10,Email,333,15527,728,17,1141.72,4.69,2.34,0.46,19.59,3.43,2025-04
2025-04-11,Google Ads,416,18424,1000,29,4133.63,5.43,2.9,0.42,14.34,9.94,2025-04
2025-04-11,Meta Ads,497,15859,874,33,3671.49,5.51,3.78,0.57,15.06,7.39,2025-04
2025-04-11,TikTok Ads,366,9073,611,20,885.65,6.73,3.27,0.6,18.3,2.42,2025-04
2025-04-11,Email,353,10077,335,5,191.36,3.32,1.49,1.05,70.6,0.54,2025-04
2025-04-12,Google Ads,196,12383,759,13,1144.34,6.13,1.71,0.26,15.08,5.84,2025-04
2025-04-12,Meta Ads,53,17378,816,22,1241.04,4.7,2.7,0.06,2.41,23.42,2025-04
2025-04-12,TikTok Ads,84,3353,219,3,181.43,6.53,1.37,0.38,28.0,2.16,2025-04
2025-04-12,Email,241,5799,460,30,4059.69,7.93,6.52,0.52,8.03,16.85,2025-04
2025-04-13,Google Ads,98,18070,434,15,611.22,2.4,3.46,0.23,6.53,6.24,2025-04
2025-04-13,Meta Ads,66,12939,1030,36,4170.37,7.96,3.5,0.06,1.83,63.19,2025-04
2025-04-13,TikTok Ads,221,3428,55,2,125.07,1.6,3.64,4.02,110.5,0.57,2025-04
2025-04-13,Email,269,12296,124,8,969.92,1.01,6.45,2.17,33.62,3.61,2025-04
2025-04-14,Google Ads,207,8813,115,10,1166.89,1.3,8.7,1.8,20.7,5.64,2025-04
2025-04-14,Meta Ads,95,15414,522,40,1235.48,3.39,7.66,0.18,2.38,13.01,2025-04
2025-04-14,TikTok Ads,422,12801,695,52,4737.0,5.43,7.48,0.61,8.12,11.23,2025-04
2025-04-14,Email,55,12745,189,10,467.18,1.48,5.29,0.29,5.5,8.49,2025-04
2025-04-15,Google Ads,148,14025,145,10,1339.47,1.03,6.9,1.02,14.8,9.05,2025-04
2025-04-15,Meta Ads,429,4356,329,19,2557.22,7.55,5.78,1.3,22.58,5.96,2025-04
2025-04-15,TikTok Ads,282,15288,1032,30,2406.04,6.75,2.91,0.27,9.4,8.53,2025-04
2025-04-15,Email,86,7540,502,14,1166.58,6.66,2.79,0.17,6.14,13.56,2025-04
2025-04-16,Google Ads,329,17422,1252,45,2987.73,7.19,3.59,0.26,7.31,9.08,2025-04
2025-04-16,Meta Ads,398,4342,256,23,2667.83,5.9,8.98,1.55,17.3,6.7,2025-04
2025-04-16,TikTok Ads,351,10078,174,10,730.39,1.73,5.75,2.02,35.1,2.08,2025-04
2025-04-16,Email,230,3844,145,11,683.49,3.77,7.59,1.59,20.91,2.97,2025-04
2025-04-17,Google Ads,144,11396,690,28,2292.3,6.05,4.06,0.21,5.14,15.92,2025-04
2025-04-17,Meta Ads,148,18482,547,25,1024.46,2.96,4.57,0.27,5.92,6.92,2025-04
2025-04-17,TikTok Ads,237,19207,1116,23,2750.62,5.81,2.06,0.21,10.3,11.61,2025-04
2025-04-17,Email,165,14998,175,4,126.05,1.17,2.29,0.94,41.25,0.76,2025-04
2025-04-18,Google Ads,240,14261,448,37,3971.51,3.14,8.26,0.54,6.49,16.55,2025-04
2025-04-18,Meta Ads,302,4093,198,12,623.32,4.84,6.06,1.53,25.17,2.06,2025-04
2025-04-18,TikTok Ads,465,12722,690,27,1562.99,5.42,3.91,0.67,17.22,3.36,2025-04
2025-04-18,Email,210,12645,637,52,5526.34,5.04,8.16,0.33,4.04,26.32,2025-04
2025-04-19,Google Ads,305,16083,946,30,4474.6,5.88,3.17,0.32,10.17,14.67,2025-04
2025-04-19,Meta Ads,372,1988,20,1,123.33,1.01,5.0,18.6,372.0,0.33,2025-04
2025-04-19,TikTok Ads,177,7446,127,5,285.5,1.71,3.94,1.39,35.4,1.61,2025-04
2025-04-19,Email,67,17335,1227,49,2505.03,7.08,3.99,0.05,1.37,37.39,2025-04
2025-04-20,Google Ads,330,17133,988,37,4956.07,5.77,3.74,0.33,8.92,15.02,2025-04
2025-04-20,Meta Ads,272,2682,48,1,83.3,1.79,2.08,5.67,272.0,0.31,2025-04
2025-04-20,TikTok Ads,103,6626,456,9,418.02,6.88,1.97,0.23,11.44,4.06,2025-04
2025-04-20,Email,107,8424,227,15,2001.98,2.69,6.61,0.47,7.13,18.71,2025-04
2025-04-21,Google Ads,372,13857,602,53,6780.35,4.34,8.8,0.62,7.02,18.23,2025-04
2025-04-21,Meta Ads,409,13155,265,21,3109.44,2.01,7.92,1.54,19.48,7.6,2025-04
2025-04-21,TikTok Ads,223,18317,1093,24,3340.06,5.97,2.2,0.2,9.29,14.98,2025-04
2025-04-21,Email,329,12425,704,41,5420.81,5.67,5.82,0.47,8.02,16.48,2025-04
2025-04-22,Google Ads,163,2980,73,1,36.31,2.45,1.37,2.23,163.0,0.22,2025-04
2025-04-22,Meta Ads,337,16522,1163,16,680.48,7.04,1.38,0.29,21.06,2.02,2025-04
2025-04-22,TikTok Ads,480,9984,380,26,2555.23,3.81,6.84,1.26,18.46,5.32,2025-04
2025-04-22,Email,391,18175,553,32,3000.88,3.04,5.79,0.71,12.22,7.67,2025-04
2025-04-23,Google Ads,200,16883,348,6,509.73,2.06,1.72,0.57,33.33,2.55,2025-04
2025-04-23,Meta Ads,499,6390,182,2,155.23,2.85,1.1,2.74,249.5,0.31,2025-04
2025-04-23,TikTok Ads,176,19639,226,22,1798.4,1.15,9.73,0.78,8.0,10.22,2025-04
2025-04-23,Email,204,2607,132,1,98.32,5.06,0.76,1.55,204.0,0.48,2025-04
2025-04-24,Google Ads,435,7573,522,26,786.48,6.89,4.98,0.83,16.73,1.81,2025-04
2025-04-24,Meta Ads,322,18368,889,49,3002.97,4.84,5.51,0.36,6.57,9.33,2025-04
2025-04-24,TikTok Ads,153,6776,171,3,276.58,2.52,1.75,0.89,51.0,1.81,2025-04
2025-04-24,Email,466,4676,57,1,116.67,1.22,1.75,8.18,466.0,0.25,2025-04
2025-04-25,Google Ads,442,4380,109,4,203.6,2.49,3.67,4.06,110.5,0.46,2025-04
2025-04-25,Meta Ads,348,9711,379,29,2773.15,3.9,7.65,0.92,12.0,7.97,2025-04
2025-04-25,TikTok Ads,295,9782,617,34,3935.0,6.31,5.51,0.48,8.68,13.34,2025-04
2025-04-25,Email,225,18434,426,28,2333.95,2.31,6.57,0.53,8.04,10.37,2025-04
2025-04-26,Google Ads,88,14997,905,89,2959.23,6.03,9.83,0.1,0.99,33.63,2025-04
2025-04-26,Meta Ads,219,7342,518,40,3356.49,7.06,7.72,0.42,5.48,15.33,2025-04
2025-04-26,TikTok Ads,296,18343,766,37,2426.22,4.18,4.83,0.39,8.0,8.2,2025-04
2025-04-26,Email,75,7059,476,23,3255.83,6.74,4.83,0.16,3.26,43.41,2025-04
2025-04-27,Google Ads,404,9884,482,31,1393.56,4.88,6.43,0.84,13.03,3.45,2025-04
2025-04-27,Meta Ads,355,6655,363,25,2707.43,5.45,6.89,0.98,14.2,7.63,2025-04
2025-04-27,TikTok Ads,458,13091,613,33,1198.77,4.68,5.38,0.75,13.88,2.62,2025-04
2025-04-27,Email,457,16251,689,46,3842.86,4.24,6.68,0.66,9.93,8.41,2025-04
2025-04-28,Google Ads,62,1526,40,0,0.0,2.62,0.0,1.55,,0.0,2025-04
2025-04-28,Meta Ads,365,4224,131,6,394.53,3.1,4.58,2.79,60.83,1.08,2025-04
2025-04-28,TikTok Ads,440,16069,486,17,1438.35,3.02,3.5,0.91,25.88,3.27,2025-04
2025-04-28,Email,362,12536,619,13,645.14,4.94,2.1,0.58,27.85,1.78,2025-04
2025-04-29,Google Ads,85,14547,267,5,332.47,1.84,1.87,0.32,17.0,3.91,2025-04
2025-04-29,Meta Ads,222,19259,1428,91,9512.48,7.41,6.37,0.16,2.44,42.85,2025-04
2025-04-29,TikTok Ads,69,2763,167,9,595.94,6.04,5.39,0.41,7.67,8.64,2025-04
2025-04-29,Email,370,9712,370,12,1655.63,3.81,3.24,1.0,30.83,4.47,2025-04
2025-04-30,Google Ads,313,6797,143,7,737.86,2.1,4.9,2.19,44.71,2.36,2025-04
2025-04-30,Meta Ads,449,10208,732,39,3222.88,7.17,5.33,0.61,11.51,7.18,2025-04
2025-04-30,TikTok Ads,191,6109,413,11,381.16,6.76,2.66,0.46,17.36,2.0,2025-04
2025-04-30,Email,420,17500,1059,72,6476.1,6.05,6.8,0.4,5.83,15.42,2025-04
2025-05-01,Google Ads,192,3433,99,7,852.41,2.88,7.07,1.94,27.43,4.44,2025-05
2025-05-01,Meta Ads,141,17967,685,55,3402.68,3.81,8.03,0.21,2.56,24.13,2025-05
2025-05-01,TikTok Ads,403,5167,88,5,634.06,1.7,5.68,4.58,80.6,1.57,2025-05
2025-05-01,Email,371,18773,436,24,1445.2,2.32,5.5,0.85,15.46,3.9,2025-05
2025-05-02,Google Ads,337,9357,606,9,1159.65,6.48,1.49,0.56,37.44,3.44,2025-05
2025-05-02,Meta Ads,264,7154,429,15,603.48,6.0,3.5,0.62,17.6,2.29,2025-05
2025-05-02,TikTok Ads,496,9920,511,9,1205.48,5.15,1.76,0.97,55.11,2.43,2025-05
2025-05-02,Email,391,19427,1412,136,12226.72,7.27,9.63,0.28,2.88,31.27,2025-05
2025-05-03,Google Ads,100,18162,923,20,1311.69,5.08,2.17,0.11,5.0,13.12,2025-05
2025-05-03,Meta Ads,202,1213,51,1,61.81,4.2,1.96,3.96,202.0,0.31,2025-05
2025-05-03,TikTok Ads,235,4762,161,14,1145.78,3.38,8.7,1.46,16.79,4.88,2025-05
2025-05-03,Email,112,14399,1091,103,15438.25,7.58,9.44,0.1,1.09,137.84,2025-05
2025-05-04,Google Ads,239,10768,170,13,733.71,1.58,7.65,1.41,18.38,3.07,2025-05
2025-05-04,Meta Ads,174,11640,874,9,381.47,7.51,1.03,0.2,19.33,2.19,2025-05
2025-05-04,TikTok Ads,199,7731,524,5,501.02,6.78,0.95,0.38,39.8,2.52,2025-05
2025-05-04,Email,363,6791,129,5,443.13,1.9,3.88,2.81,72.6,1.22,2025-05
2025-05-05,Google Ads,107,16822,833,19,1765.17,4.95,2.28,0.13,5.63,16.5,2025-05
2025-05-05,Meta Ads,391,9783,691,8,880.26,7.06,1.16,0.57,48.88,2.25,2025-05
2025-05-05,TikTok Ads,354,14621,731,37,2296.12,5.0,5.06,0.48,9.57,6.49,2025-05
2025-05-05,Email,229,17019,1250,118,16435.02,7.34,9.44,0.18,1.94,71.77,2025-05
2025-05-06,Google Ads,219,3720,282,11,905.09,7.58,3.9,0.78,19.91,4.13,2025-05
2025-05-06,Meta Ads,375,9905,391,27,1228.24,3.95,6.91,0.96,13.89,3.28,2025-05
2025-05-06,TikTok Ads,320,10127,368,25,2976.9,3.63,6.79,0.87,12.8,9.3,2025-05
2025-05-06,Email,103,17385,1313,42,4501.25,7.55,3.2,0.08,2.45,43.7,2025-05
2025-05-07,Google Ads,493,7368,421,28,1900.9,5.71,6.65,1.17,17.61,3.86,2025-05
2025-05-07,Meta Ads,150,15056,272,7,732.08,1.81,2.57,0.55,21.43,4.88,2025-05
2025-05-07,TikTok Ads,313,13236,171,3,169.15,1.29,1.75,1.83,104.33,0.54,2025-05
2025-05-07,Email,102,19333,957,69,5753.27,4.95,7.21,0.11,1.48,56.4,2025-05
2025-05-08,Google Ads,109,15451,1160,23,3172.38,7.51,1.98,0.09,4.74,29.1,2025-05
2025-05-08,Meta Ads,157,18301,1264,126,5799.04,6.91,9.97,0.12,1.25,36.94,2025-05
2025-05-08,TikTok Ads,54,11433,655,17,1298.86,5.73,2.6,0.08,3.18,24.05,2025-05
2025-05-08,Email,152,16525,326,20,2570.74,1.97,6.13,0.47,7.6,16.91,2025-05
2025-05-09,Google Ads,245,1089,30,1,146.34,2.75,3.33,8.17,245.0,0.6,2025-05
2025-05-09,Meta Ads,311,19093,1361,29,2449.66,7.13,2.13,0.23,10.72,7.88,2025-05
2025-05-09,TikTok Ads,414,11361,258,3,272.52,2.27,1.16,1.6,138.0,0.66,2025-05
2025-05-09,Email,421,17369,512,33,3255.8,2.95,6.45,0.82,12.76,7.73,2025-05
2025-05-10,Google Ads,399,4041,77,6,851.29,1.91,7.79,5.18,66.5,2.13,2025-05
2025-05-10,Meta Ads,96,1105,63,5,664.92,5.7,7.94,1.52,19.2,6.93,2025-05
2025-05-10,TikTok Ads,404,10078,766,40,2018.89,7.6,5.22,0.53,10.1,5.0,2025-05
2025-05-10,Email,360,19279,555,44,3626.08,2.88,7.93,0.65,8.18,10.07,2025-05
2025-05-11,Google Ads,473,7090,306,21,1799.28,4.32,6.86,1.55,22.52,3.8,2025-05
2025-05-11,Meta Ads,357,7082,385,28,3491.36,5.44,7.27,0.93,12.75,9.78,2025-05
2025-05-11,TikTok Ads,193,18018,1440,78,7983.08,7.99,5.42,0.13,2.47,41.36,2025-05
2025-05-11,Email,318,2925,50,3,325.52,1.71,6.0,6.36,106.0,1.02,2025-05
2025-05-12,Google Ads,419,19440,872,71,10634.66,4.49,8.14,0.48,5.9,25.38,2025-05
2025-05-12,Meta Ads,173,7917,292,13,506.94,3.69,4.45,0.59,13.31,2.93,2025-05
2025-05-12,TikTok Ads,155,1552,109,8,454.09,7.02,7.34,1.42,19.38,2.93,2025-05
2025-05-12,Email,207,4911,212,13,1026.32,4.32,6.13,0.98,15.92,4.96,2025-05
2025-05-13,Google Ads,196,4389,77,1,71.73,1.75,1.3,2.55,196.0,0.37,2025-05
2025-05-13,Meta Ads,194,14629,795,9,293.38,5.43,1.13,0.24,21.56,1.51,2025-05
2025-05-13,TikTok Ads,169,3430,219,9,369.12,6.38,4.11,0.77,18.78,2.18,2025-05
2025-05-13,Email,368,1458,14,0,0.0,0.96,0.0,26.29,,0.0,2025-05
2025-05-14,Google Ads,324,14395,1009,86,11654.63,7.01,8.52,0.32,3.77,35.97,2025-05
2025-05-14,Meta Ads,141,1207,27,0,0.0,2.24,0.0,5.22,,0.0,2025-05
2025-05-14,TikTok Ads,107,1899,92,7,662.92,4.84,7.61,1.16,15.29,6.2,2025-05
2025-05-14,Email,488,12653,494,43,2606.28,3.9,8.7,0.99,11.35,5.34,2025-05
2025-05-15,Google Ads,395,17405,1050,24,2931.48,6.03,2.29,0.38,16.46,7.42,2025-05
2025-05-15,Meta Ads,278,9601,345,29,3486.25,3.59,8.41,0.81,9.59,12.54,2025-05
